victims_age;victims_gender;victims_race;date_of_incident;city;state;cause_of_death;official_disposition_of_death;armed_status;fleeing;symptoms;body_camera;race_of_officers
24;Male;Black;05/12/2017;Bassett;VA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
69;Male;Hispanic;05/12/2017;Bronx;NY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
46;Male;White;04/12/2017;Jasper;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;
62;Male;White;03/12/2017;La Marque;TX;Gunshot, Police Dog;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;Hispanic
37;Male;Hispanic;02/12/2017;Colton;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
33;Male;White;02/12/2017;Colorado Springs;CO;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
49;Male;White;02/12/2017;Hamlin;TX;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Drug or alcohol use;;
32;Male;Black;01/12/2017;Hendersonville;NC;Gunshot;Justified by District Attorney;Allegedly Armed;Foot;No;No;White
33;Male;White;01/12/2017;York;SC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Drug or alcohol use;Yes;
42;Male;Black;01/12/2017;San Francisco;CA;Gunshot;Charged with manslaughter;Unarmed/Did Not Have Actual Weapon;Car;No;Yes;
24;Male;Black;30/11/2017;Chicago;IL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;Yes;
37;Male;Hispanic;30/11/2017;North Hollywood;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
27;Male;White;30/11/2017;Cameron;MO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;
21;Male;Hispanic;30/11/2017;Hartsdale;NY;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Drug or alcohol use;;
Unknown;Male;Hispanic;29/11/2017;Sells;AZ;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
25;Male;Hispanic;28/11/2017;Tieton;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;White, White
30;Male;White;28/11/2017;Reno;NV;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;No;No;
59;Male;White;28/11/2017;Spokane;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;White, White
64;Male;White;28/11/2017;Eaton Rapids;MI;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;No;No;
15;Male;Hispanic;27/11/2017;Richmond;VA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;White
40;Male;Hispanic;27/11/2017;South Gate;CA;Gunshot, Bean Bag Gun;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
43;Male;Hispanic;26/11/2017;Hanford;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
31;Male;White;26/11/2017;Huntsville;AL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
58;Male;Unknown race;26/11/2017;Lenexa;KS;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;White
22;Male;Hispanic;26/11/2017;Covina;CA;Gunshot, Taser;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
39;Male;Hispanic;25/11/2017;Penasco;NM;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
26;Male;Black;25/11/2017;Detroit;MI;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;
26;Male;Hispanic;24/11/2017;Klamath Falls;OR;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Foot;No;No;White
28;Male;White;24/11/2017;Wimberley;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;White
51;Male;White;24/11/2017;Yuma;AZ;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
32;Male;White;23/11/2017;Falcon;MO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
17;Male;Black;23/11/2017;St. Louis;MO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
32;Male;Black;23/11/2017;Pell City;AL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
15;Male;White;20/11/2017;Gulfport;MS;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
34;Male;Hispanic;19/11/2017;Lompoc;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
27;Male;White;19/11/2017;Greenville;SC;Gunshot;Justified by State Attorney;Allegedly Armed;Car;Drug or alcohol use;No;
26;Male;White;19/11/2017;Davenport;IA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
56;Male;Black;18/11/2017;Prichard;AL;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Car;No;No;
24;Male;Native American;18/11/2017;Billings;MT;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;Unknown;No;
18;Male;White;18/11/2017;Woodburn;KY;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;No;No;
46;Male;Black;17/11/2017;West Monroe;LA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
25;Male;White;17/11/2017;Albuquerque;NM;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Car;No;No;Hispanic
23;Male;Hispanic;17/11/2017;Albuquerque;NM;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Car;No;No;Hispanic
25;Male;White;17/11/2017;Fort Hunt;VA;Gunshot;Charged with manslaughter and reckless discharge of firearm;Unarmed/Did Not Have Actual Weapon;Car;No;No;
68;Male;Black;16/11/2017;Brazoria;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;
30;Male;White;16/11/2017;Charleston;WV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;White
34;Male;White;16/11/2017;Chiefland;FL;Gunshot, Taser;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;
Unknown;Male;Unknown race;16/11/2017;Hedgesville;WV;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;;
48;Male;White;15/11/2017;Anchorage;AK;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
22;Male;Hispanic;15/11/2017;Van Nuys;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
59;Male;White;15/11/2017;Elmira;NY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
Unknown;Male;Black;15/11/2017;Jackson;MS;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
29;Male;Native American;15/11/2017;Oklahoma City;OK;Gunshot;Charged, Convicted of murder, Sentenced to 10 years in prison;Unclear;Not fleeing;Yes;Yes;White, White
44;Male;White;14/11/2017;Corning;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
23;Male;Hispanic;14/11/2017;Phoenix;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
51;Male;Black;14/11/2017;Stockton;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;Hispanic, White
67;Male;Black;13/11/2017;Bronx;NY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;Yes;White, White
24;Male;Black;13/11/2017;Baton Rouge;LA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Foot;No;Yes;Black
19;Male;Hispanic;12/11/2017;Fall River;MA;Gunshot;Justified by District Attorney;Vehicle;Car;No;No;
19;Male;White;11/11/2017;Dakota City;IA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Other;Yes;No;
41;Male;Black;11/11/2017;Las Vegas;NV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
55;Male;White;11/11/2017;Pearl River;LA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;Unknown, White, Unknown
55;Male;White;10/11/2017;Gibson;LA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
62;Male;White;10/11/2017;Crystal;MN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
25;Male;Black;10/11/2017;Denver;CO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
50;Male;White;10/11/2017;Albuquerque;NM;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;White, Unknown, White, Unknown, Unknown
43;Male;Black;10/11/2017;Phoenix;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
53;Male;White;10/11/2017;Littleton;CO;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;;
Unknown;Male;Black;10/11/2017;Edwards;MS;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;No;No;
25;Male;Black;09/11/2017;Salisbury;NC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;White, White, Hispanic
35;Male;White;09/11/2017;Burnside;MS;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
27;Male;White;09/11/2017;Flatwoods;KY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
23;Female;White;09/11/2017;Flatwoods;KY;Gunshot;Pending investigation/No Known Charges;Unclear;Car;No;No;
32;Male;White;09/11/2017;Providence;RI;Gunshot;Grand jury/No bill or Cleared;Vehicle;Car;No;Yes;
30;Male;White;08/11/2017;Forest Park;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;White, Black
32;Male;White;08/11/2017;Clinton;TN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
31;Male;White;08/11/2017;Roanoke;VA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
14;Male;Native American;08/11/2017;Ashland;WI;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;No;No;White
32;Female;White;07/11/2017;Marietta;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
35;Male;Black;07/11/2017;Las Vegas;NV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;White, Unknown
48;Male;White;06/11/2017;Barstow;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
52;Male;White;06/11/2017;Lindsay;OK;Taser;Justified by District Attorney;Allegedly Armed;Not fleeing;Yes;;
54;Female;White;06/11/2017;Lynchburg;VA;Gunshot, Taser;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
Unknown;Male;White;05/11/2017;Meridian;MS;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
49;Male;Black;05/11/2017;Rockford;IL;Gunshot;Pending investigation/No Known Charges;Unclear;Car;No;No;White
31;Female;Hispanic;05/11/2017;Ruidoso;NM;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;No;No;
24;Male;Black;04/11/2017;Columbus;MS;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;Yes;White
35;Male;White;04/11/2017;Parker;CO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
30;Male;Native American;04/11/2017;Billings;MT;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Drug or alcohol use;No;White, White, White, Unknown, White, White, White, White
56;Male;Asian;04/11/2017;Clarksville;AR;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
27;Male;Unknown race;04/11/2017;Phoenix;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;;
20;Male;Black;04/11/2017;Bakersfield;CA;Gunshot;Pending investigation/No Known Charges;Unclear;Foot;No;No;Black
44;Male;Unknown race;03/11/2017;Batesville;AR;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
53;Male;White;03/11/2017;Port Orange;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;Unknown, White, Unknown
39;Male;White;03/11/2017;Ohatchee;AL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
43;Male;Hispanic;03/11/2017;El Paso;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
71;Male;White;02/11/2017;Lakeland;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;Unknown, Unknown, White, White, Asian, White
Unknown;Male;Unknown race;02/11/2017;Inkster;MI;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
31;Male;White;02/11/2017;Spencer;IN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
56;Male;White;02/11/2017;North Highlands;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
27;Male;White;01/11/2017;Anniston;AL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
28;Male;White;01/11/2017;Pippa Passes;KY;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;No;No;
37;Female;White;31/10/2017;Las Cruces;NM;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
39;Male;White;31/10/2017;Livingston;TN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
22;Male;Black;31/10/2017;Arlington;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
25;Male;Hispanic;31/10/2017;Sunnyvale;CA;Gunshot, Police Dog;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
27;Male;Black;31/10/2017;Riverside;CA;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
33;Male;Native American;30/10/2017;Federal Way;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
21;Male;Black;30/10/2017;Newark;NJ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
19;Male;Black;30/10/2017;Newark;NJ;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
46;Male;Black;29/10/2017;Senatobia;MS;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
50;Male;White;29/10/2017;Englewood;CO;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;No;No;
41;Male;White;29/10/2017;New Castle;IN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
23;Male;Black;29/10/2017;King of Prussi;PA;Gunshot;Justified by District Attorney;Vehicle;Car;No;;
40;Male;Hispanic;28/10/2017;Greeley;CO;Gunshot;Justified by District Attorney;Allegedly Armed;Car;No;No;
17;Male;Hispanic;28/10/2017;Grand Ronde;OR;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Car;No;No;White, Unknown, White
27;Male;Native American;28/10/2017;Black River Falls;WI;Gunshot;Justified by District Attorney;Vehicle;Car;No;Yes;White
47;Male;Black;27/10/2017;Indiantown;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
46;Male;White;27/10/2017;Erie;PA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
32;Male;White;26/10/2017;Fairhope;AL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Other;No;No;
34;Male;White;26/10/2017;Horseheads;NY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
33;Male;Black;25/10/2017;St. Petersburg;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
33;Male;Black;25/10/2017;Cleveland;OH;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
25;Male;White;24/10/2017;Norwich;CT;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
34;Male;Hispanic;24/10/2017;Bellaire;TX;Gunshot, Taser;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
37;Male;White;24/10/2017;Nanticoke;PA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
35;Male;Hispanic;23/10/2017;Lodi;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
20;Male;Black;23/10/2017;Baltimore;MD;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
35;Male;Native American;23/10/2017;Fort Yates;ND;Gunshot;Pending investigation/No Known Charges;Unclear;Car;No;No;
31;Female;White;23/10/2017;Shelbyville;KY;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;Yes;No;
43;Male;Native American;22/10/2017;Sparks;NV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
25;Female;White;22/10/2017;St. Joseph;MO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;White
30;Male;Native American;22/10/2017;Crandon;WI;Gunshot;Justified by District Attorney;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
27;Male;Hispanic;22/10/2017;Modesto;CA;Gunshot;Pending investigation/No Known Charges;Unclear;Car;No;No;
37;Male;White;21/10/2017;Girard;OH;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
44;Male;Hispanic;21/10/2017;Cloverdale;CA;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;White, White
23;Male;Black;20/10/2017;Moraine;OH;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
54;Male;Hispanic;20/10/2017;Houston;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
30;Male;White;20/10/2017;Muldrow;OK;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;No;No;White, White
55;Male;Black;20/10/2017;Corpus Christi;TX;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Foot;No;Yes;
42;Male;Black;20/10/2017;Mansura;LA;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;;
34;Male;White;19/10/2017;Clearwater;FL;Gunshot;Justified by State Attorney;Allegedly Armed;Not fleeing;Yes;No;White
26;Male;White;19/10/2017;Kings Mountain;NC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Other;No;No;
38;Male;White;19/10/2017;Birmingham;AL;Gunshot, Taser;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
35;Male;White;18/10/2017;Tucson;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;Unknown, Hispanic, White, Unknown
18;Male;Hispanic;17/10/2017;Atwater;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
24;Male;Black;17/10/2017;Hampton;VA;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;No;No;
20;Male;Black;16/10/2017;Baltimore;MD;Gunshot;Justified by State Attorney;Allegedly Armed;Foot;No;Yes;White
32;Male;White;16/10/2017;Simpsonville;SC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;White
34;Male;Hispanic;16/10/2017;Tucson;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;White
31;Male;White;16/10/2017;Kingwood;TX;Gunshot, Taser;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
57;Male;White;14/10/2017;Monticello;KY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
Unknown;Male;White;14/10/2017;San Marcos;CA;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;;Unknown, Unknown, Unknown, Unknown, Unknown, White, White, Unknown
44;Male;Hispanic;14/10/2017;Torrance;CA;Gunshot;Pending investigation/No Known Charges;Unclear;Car;Drug or alcohol use;No;
42;Male;Black;13/10/2017;Charlottesville;VA;Gunshot;Justified by Commonwealth's Attorney;Allegedly Armed;Foot;No;No;
25;Male;White;13/10/2017;Olivehurst;CA;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
35;Male;Black;12/10/2017;Birmingham;AL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
29;Male;White;12/10/2017;Flagstaff;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;Yes;White, White, Unknown
43;Male;Hispanic;11/10/2017;Marana;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
44;Male;Hispanic;11/10/2017;Trinidad;CO;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Foot;No;No;
61;Male;White;11/10/2017;Biloxi;MS;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;No;No;
55;Male;Unknown race;10/10/2017;Rochester;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
24;Male;Black;08/10/2017;Louisville;KY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;Yes;White, White
46;Male;White;08/10/2017;Lakeside;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Drug or alcohol use;No;
Unknown;Male;Hispanic;08/10/2017;San Fernando;CA;Gunshot, Pepper Spray;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
Unknown;Male;Hispanic;08/10/2017;Abingdon;VA;Gunshot, Pepper Spray;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
36;Female;White;08/10/2017;Springfield;AR;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;;
22;Female;Black;08/10/2017;Miami Beach;FL;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;No;No;
34;Female;Hispanic;07/10/2017;Mesa;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;Yes;No;
25;Male;White;07/10/2017;Charleston;WV;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;Yes;No;
61;Male;Unknown race;07/10/2017;St. Louis;MO;Taser;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;
28;Male;Unknown race;07/10/2017;Little Rock;AR;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;Drug or alcohol use;;Black, Black
42;Male;Unknown race;06/10/2017;Sun City;KS;Bean bag;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;
51;Male;White;06/10/2017;Golden;CO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
47;Male;White;06/10/2017;Perryopolis;PA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
52;Male;Hispanic;06/10/2017;Miami;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
28;Male;Hispanic;06/10/2017;Duarte;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;;
35;Male;Hispanic;06/10/2017;Orlando;FL;Gunshot, Taser;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
28;Male;Asian;05/10/2017;St. Paul;MN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Drug or alcohol use;Yes;Unknown, White
40;Male;White;05/10/2017;Leeds;AL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
29;Male;Hispanic;05/10/2017;Garden City;KS;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
31;Male;Hispanic;05/10/2017;Brownsville;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;No;No;
35;Male;White;05/10/2017;Hiram;GA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
48;Female;Black;04/10/2017;Canandaigua;NY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;White
37;Male;Black;04/10/2017;Thomasville;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;White
67;Male;White;04/10/2017;Mesa;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
34;Male;White;04/10/2017;Spokane;WA;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;No;No;White, White, White
40;Male;White;03/10/2017;Jefferson City;MO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;White, White
22;Male;Black;02/10/2017;West Monroe;LA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
27;Male;Black;01/10/2017;Burlington;IA;Gunshot;Justified by Attorney General;Allegedly Armed;Foot;No;No;White, White
33;Male;White;01/10/2017;Parkton;NC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
26;Male;White;01/10/2017;Fort Collins;CO;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;No;No;White
38;Male;White;01/10/2017;St. Louis;MO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
34;Male;White;01/10/2017;Washington;PA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
41;Male;White;01/10/2017;Seward;AK;Gunshot;Justified by Attorney General;Unarmed/Did Not Have Actual Weapon;Not fleeing;Unknown;No;
24;Male;Hispanic;01/10/2017;Miami;FL;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;No;No;
44;Male;White;30/09/2017;Garden City;IN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;White, White
28;Male;Black;30/09/2017;Palatka;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
39;Male;White;28/09/2017;Salt Lake City;UT;Gunshot, Taser, Baton;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;Yes;
30;Male;Black;28/09/2017;Topeka;KS;Gunshot;Justified by District Attorney;Allegedly Armed;Foot;No;;
40;Male;Black;28/09/2017;Temple;TX;Physical Restraint;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Drug or alcohol use;;
40s;Male;Black;28/09/2017;Oakland;CA;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Foot;Unknown;;
45;Male;Black;27/09/2017;Berkeley;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
44;Male;White;27/09/2017;Masaryktown;FL;Gunshot;Justified by State Attorney;Allegedly Armed;Car;No;No;Unknown, White, Unknown
48;Male;White;27/09/2017;Griffin;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;White
50;Male;White;26/09/2017;Fairview;TN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
31;Male;White;26/09/2017;Eugene;OR;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
50;Male;White;26/09/2017;Coolin;ID;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
32;Male;Black;25/09/2017;Palmetto;FL;Gunshot;Justified by State Attorney;Allegedly Armed;Foot;No;No;Hispanic, Unknown
